first_order_date,last_order_date,orders,quantity,revenue,postal_code,city,country,today,days_since_order,id,order_ids,avg_order_value,avg_life,customer_value,customer_lifetime_value,purchase_frequency,profit_margin,clv,month_year
2017-10-18 21:38:08,2017-10-18 21:38:08,1,1,14.15,5521SL,Eersel,NL,2020-06-18 00:00:00,973,5438540517093064915,14365772238522984900,14.15,0.0,17.951078431372547,0.0,0.00196078431372549,4.245,17.951078431372547,Oct-2017
2017-10-18 11:12:09,2017-10-18 11:12:09,1,1,28.3,2564LB,s-Gravenhage,NL,2020-06-18 00:00:00,973,7874353386780082535,8076418742311107000,28.3,0.0,35.902156862745095,0.0,0.00196078431372549,8.49,35.902156862745095,Oct-2017
2017-10-18 11:35:49,2017-10-18 11:35:49,1,1,3.3,1446ET,Purmerend,NL,2020-06-18 00:00:00,973,9915480645029816112,5457930859913977195,3.3,0.0,4.186470588235293,0.0,0.00196078431372549,0.9899999999999999,4.186470588235293,Oct-2017
2017-10-27 22:37:22,2017-10-27 22:37:22,1,1,6.61,2031BJ,Haarlem,NL,2020-06-18 00:00:00,964,15459858268282578268,5390173476095124185,6.61,0.0,8.385627450980392,0.0,0.00196078431372549,1.983,8.385627450980392,Oct-2017
2017-10-17 08:01:21,2017-10-30 15:21:55,2,5,11.89,5231AB,s-Hertogenbosch,NL,2020-06-18 00:00:00,961,9571302513420156004,1574886305787780124,5.945,0.03561643835616438,7.541990196078431,0.2686188289014236,0.00392156862745098,3.567,7.541990196078431,Oct-2017
2017-10-31 13:37:15,2017-10-31 13:37:15,1,2,13.22,4142CL,Leerdam,NL,2020-06-18 00:00:00,960,12253154280878216102,1849574821759328627,13.22,0.0,16.771254901960784,0.0,0.00196078431372549,3.966,16.771254901960784,Oct-2017
2017-11-01 16:19:16,2017-11-01 16:19:16,2,2,29.76,3261WC,Oud-Beijerland,NL,2020-06-18 00:00:00,959,8389433123821870740,4474699237446686985,14.88,0.0,18.877176470588235,0.0,0.00392156862745098,8.928,18.877176470588235,Nov-2017
2017-11-09 12:44:16,2017-11-09 12:44:16,5,5,37.75,6851LS,Huissen,NL,2020-06-18 00:00:00,951,5745376889599413881,13926424469330028106,7.55,0.0,9.57813725490196,0.0,0.00980392156862745,11.325,9.57813725490196,Nov-2017
2017-11-14 22:11:12,2017-11-14 22:11:12,1,1,28.3,2586AT,s-Gravenhage,NL,2020-06-18 00:00:00,946,7254526586606125689,13818023090215086427,28.3,0.0,35.902156862745095,0.0,0.00196078431372549,8.49,35.902156862745095,Nov-2017
2017-11-20 07:43:30,2017-11-20 07:43:30,2,2,56.6,1077XX,Amsterdam,NL,2020-06-18 00:00:00,940,9840530072383975403,15797485214238822680,28.3,0.0,35.902156862745095,0.0,0.00392156862745098,16.98,35.902156862745095,Nov-2017
2017-11-22 19:28:47,2017-11-22 19:28:47,2,2,56.6,3817SL,Amersfoort,NL,2020-06-18 00:00:00,938,7312778851432086180,13707314041011745429,28.3,0.0,35.902156862745095,0.0,0.00392156862745098,16.98,35.902156862745095,Nov-2017
2017-11-23 23:27:24,2017-11-23 23:27:24,5,5,172.35,3031CK,Rotterdam,NL,2020-06-18 00:00:00,937,8533653664378066306,15788567094984130504,34.47,0.0,43.729588235294116,0.0,0.00980392156862745,51.705,43.729588235294116,Nov-2017
2017-11-28 22:25:18,2020-04-18 14:22:00,2,2,10.97,1078MJ,Amsterdam,NL,2020-06-18 00:00:00,60,2240778649864075061,4314210098438360105,5.485,2.3863013698630136,6.958421568627451,16.604890921300026,0.00392156862745098,3.291,6.958421568627451,Apr-2020
2017-11-28 18:12:34,2017-11-28 18:12:34,2,2,56.6,5988BN,Helden,NL,2020-06-18 00:00:00,932,6882005079910082657,2945156721162881915,28.3,0.0,35.902156862745095,0.0,0.00392156862745098,16.98,35.902156862745095,Nov-2017
2017-12-10 20:23:45,2017-12-10 20:23:45,2,2,59.02,3991ZC,Houten,NL,2020-06-18 00:00:00,920,13326389064459893468,5607918620997681240,29.51,0.0,37.43719607843137,0.0,0.00392156862745098,17.706,37.43719607843137,Dec-2017
2017-12-16 22:31:00,2017-12-16 22:31:00,1,1,20.75,1082RA,Amsterdam,NL,2020-06-18 00:00:00,914,16660241890108449832,10448982656320903546,20.75,0.0,26.324019607843137,0.0,0.00196078431372549,6.225,26.324019607843137,Dec-2017
2017-12-16 12:18:55,2017-12-16 12:18:55,1,1,30.58,3054GC,Rotterdam,NL,2020-06-18 00:00:00,914,7526568948492946631,12223373064683424891,30.58,0.0,38.794627450980386,0.0,0.00196078431372549,9.174,38.794627450980386,Dec-2017
2017-12-19 12:48:14,2017-12-19 12:48:14,1,10,33.02,1911TP,Uitgeest,NL,2020-06-18 00:00:00,911,16994241850132210949,5445141770993854662,33.02,0.0,41.89007843137255,0.0,0.00196078431372549,9.906,41.89007843137255,Dec-2017
2017-12-22 19:09:42,2017-12-22 19:09:42,1,1,0.0,2265EJ,Leidschendam,NL,2020-06-18 00:00:00,908,9230181895094852958,1029621834394362620,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,0.0,Dec-2017
2017-12-23 20:03:54,2017-12-23 20:03:54,1,1,28.93,1055ED,Amsterdam,NL,2020-06-18 00:00:00,907,16275329372658018076,2032494758560104090,28.93,0.0,36.701392156862745,0.0,0.00196078431372549,8.679,36.701392156862745,Dec-2017
2017-12-24 13:38:37,2017-12-24 13:38:37,1,1,0.0,1715VZ,Spanbroek,NL,2020-06-18 00:00:00,906,11847015031525240962,5062953961399570061,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,0.0,Dec-2017
2017-12-26 00:07:46,2017-12-26 00:07:46,1,1,13.22,9601EL,Hoogezand,NL,2020-06-18 00:00:00,904,1299491386349202029,15421873345545042849,13.22,0.0,16.771254901960784,0.0,0.00196078431372549,3.966,16.771254901960784,Dec-2017
2017-12-26 23:31:27,2017-12-26 23:31:27,1,1,28.93,3021AN,Rotterdam,NL,2020-06-18 00:00:00,904,13859981376881868874,8565350966130669757,28.93,0.0,36.701392156862745,0.0,0.00196078431372549,8.679,36.701392156862745,Dec-2017
2017-11-27 21:29:14,2017-12-27 18:51:30,4,4,120.3,3434BL,Nieuwegein,NL,2020-06-18 00:00:00,903,3679981798168526090,3439822718777378482,30.075,0.07945205479452055,38.15397058823529,3.031411361804996,0.00784313725490196,36.089999999999996,38.15397058823529,Dec-2017
2017-12-30 16:44:18,2017-12-30 16:44:18,2,2,39.66,6373VD,Landgraaf,NL,2020-06-18 00:00:00,900,16499261267568782711,7589245453433781691,19.83,0.0,25.156882352941174,0.0,0.00392156862745098,11.897999999999998,25.156882352941174,Dec-2017
2020-03-19 21:01:00,2020-03-19 21:01:00,1,1,38.0,1081 AJ,Amsterdam,NL,2020-06-18 00:00:00,90,11937225353921926984,17812343335598832820,38.0,0.0,48.2078431372549,0.0,0.00196078431372549,11.4,48.2078431372549,Mar-2020
2020-03-19 13:28:00,2020-03-19 13:28:00,1,3,29.0,7076 AK,Varsselder,NL,2020-06-18 00:00:00,90,3684490861297729777,13148567190346715204,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2020-06-08 09:22:00,2020-06-08 09:22:00,1,3,41.0,4543 CC,Zaamslag,NL,2020-06-18 00:00:00,9,4883061645159069087,17670397250271557163,41.0,0.0,52.01372549019607,0.0,0.00196078431372549,12.299999999999999,52.01372549019607,Jun-2020
2020-06-08 11:45:00,2020-06-08 11:45:00,1,6,58.0,2491 AM,Den Haag,NL,2020-06-18 00:00:00,9,12258020927357791385,10710987199304174261,58.0,0.0,73.58039215686274,0.0,0.00196078431372549,17.4,73.58039215686274,Jun-2020
2020-06-08 11:47:00,2020-06-08 11:47:00,1,3,29.0,3328 CA,Dordrecht,NL,2020-06-18 00:00:00,9,15840925798011199264,8835628587970474114,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Jun-2020
2018-01-05 08:34:45,2018-01-05 08:34:45,1,1,0.0,1218CH,Hilversum,NL,2020-06-18 00:00:00,894,5645746409983452002,7122854238938775461,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,0.0,Jan-2018
2018-01-06 10:06:03,2018-01-06 10:06:03,1,1,0.0,3438HS,Nieuwegein,NL,2020-06-18 00:00:00,893,5197138409636043754,3916864345794857226,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,0.0,Jan-2018
2018-01-07 12:22:46,2018-01-07 12:22:46,1,1,28.93,1016ED,Amsterdam,NL,2020-06-18 00:00:00,892,3194210167456997197,6052685003856661976,28.93,0.0,36.701392156862745,0.0,0.00196078431372549,8.679,36.701392156862745,Jan-2018
2018-01-07 14:26:21,2018-01-07 14:26:21,1,1,18.18,2511VD,s-Gravenhage,NL,2020-06-18 00:00:00,892,3721758385498203603,16095501375047367866,18.18,0.0,23.063647058823527,0.0,0.00196078431372549,5.454,23.063647058823527,Jan-2018
2018-01-08 14:07:49,2018-01-08 14:07:49,2,2,55.24,5709ML,Helmond,NL,2020-06-18 00:00:00,891,16466304371294925803,13663998364631000483,27.62,0.0,35.03949019607843,0.0,0.00392156862745098,16.572,35.03949019607843,Jan-2018
2020-03-20 18:25:00,2020-03-20 18:25:00,1,3,29.0,2713 GM,Zoetermeer,NL,2020-06-18 00:00:00,89,3618884618352770677,6986554862389890514,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2018-01-11 11:44:23,2018-01-11 11:44:23,1,1,33.06,7002AB,Doetinchem,NL,2020-06-18 00:00:00,888,12358838909437607362,3680691510598967914,33.06,0.0,41.940823529411766,0.0,0.00196078431372549,9.918000000000001,41.940823529411766,Jan-2018
2018-01-14 19:09:03,2018-01-14 19:09:03,1,1,18.18,7451NJ,Holten,NL,2020-06-18 00:00:00,885,12712846881393632358,10378717792344443655,18.18,0.0,23.063647058823527,0.0,0.00196078431372549,5.454,23.063647058823527,Jan-2018
2020-03-21 16:23:00,2020-03-21 16:23:00,1,3,29.0,6661 ZD,Elst,NL,2020-06-18 00:00:00,88,4537976189775315891,11024495179658773061,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2018-01-21 23:41:48,2018-01-21 23:41:48,1,1,6.61,1473PA,Warder,NL,2020-06-18 00:00:00,878,9267784002555643614,9535122955060441160,6.61,0.0,8.385627450980392,0.0,0.00196078431372549,1.983,8.385627450980392,Jan-2018
2018-01-21 08:52:41,2018-01-21 08:52:41,1,1,0.0,7751AX,Dalen,NL,2020-06-18 00:00:00,878,5836966852654929115,17619869571904194346,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,0.0,Jan-2018
2018-01-25 21:19:04,2018-01-25 21:19:04,1,1,0.0,3706CE,Zeist,NL,2020-06-18 00:00:00,874,5273744659427732651,14008835755866690302,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,0.0,Jan-2018
2018-01-25 22:44:31,2018-01-25 22:44:31,2,3,98.2,6373KR,Landgraaf,NL,2020-06-18 00:00:00,874,2798987250482298213,6972489348037726289,49.1,0.0,62.289607843137254,0.0,0.00392156862745098,29.46,62.289607843137254,Jan-2018
2018-01-26 22:34:07,2018-01-26 22:34:07,3,3,54.54,2991PA,Barendrecht,NL,2020-06-18 00:00:00,873,1272038904073498636,9068722456932176280,18.18,0.0,23.063647058823527,0.0,0.0058823529411764705,16.362,23.063647058823527,Jan-2018
2018-01-28 22:16:28,2018-01-28 22:16:28,1,2,36.36,3452JM,Vleuten,NL,2020-06-18 00:00:00,871,15198853021870136244,13557024624653493796,36.36,0.0,46.127294117647054,0.0,0.00196078431372549,10.908,46.127294117647054,Jan-2018
2020-03-22 17:03:00,2020-03-22 17:03:00,1,3,29.0,3025 TR,Rotterdam,NL,2020-06-18 00:00:00,87,16709617491566931418,11753758070759167103,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2020-03-22 21:25:00,2020-03-22 21:25:00,1,3,29.0,2151 SE,Nieuw-Vennep,NL,2020-06-18 00:00:00,87,16112874857295984548,3981840034600247153,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2017-10-12 07:16:34,2018-01-31 06:17:08,2,2,16.62,2574TV,s-Gravenhage,NL,2020-06-18 00:00:00,868,13371783895660101916,4597125713360119240,8.31,0.3013698630136986,10.542294117647058,3.1771297340854145,0.00392156862745098,4.986,10.542294117647058,Jan-2018
2018-02-04 22:46:30,2018-02-04 22:46:30,1,1,0.0,2406VS,Alphen aan den Rijn,NL,2020-06-18 00:00:00,864,13091956576334075038,12963099016462011449,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,0.0,Feb-2018
2018-02-05 14:23:31,2018-02-06 18:49:17,2,2,13.21,1931VT,Egmond aan Zee,NL,2020-06-18 00:00:00,862,17530305286758108786,9620243978579480661,6.605,0.0027397260273972603,8.37928431372549,0.022956943325275314,0.00392156862745098,3.963,8.37928431372549,Feb-2018
2020-03-23 16:48:00,2020-03-23 16:48:00,1,3,29.0,5708 KA,Helmond,NL,2020-06-18 00:00:00,86,1468030583000555164,10510035890261036612,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2018-02-12 12:00:26,2018-02-12 12:00:26,1,1,9.43,2841DJ,Moordrecht,NL,2020-06-18 00:00:00,856,16051011388178828710,2351934773502266075,9.43,0.0,11.963156862745096,0.0,0.00196078431372549,2.8289999999999997,11.963156862745096,Feb-2018
2018-02-14 13:10:10,2018-02-14 13:10:10,2,2,29.76,1056HR,Amsterdam,NL,2020-06-18 00:00:00,854,17539663541428306000,5074735302690956270,14.88,0.0,18.877176470588235,0.0,0.00392156862745098,8.928,18.877176470588235,Feb-2018
2018-02-16 22:48:48,2018-02-16 22:48:48,1,1,24.79,3841EH,Harderwijk,NL,2020-06-18 00:00:00,852,14333246814542581073,2822029054631586289,24.79,0.0,31.449274509803917,0.0,0.00196078431372549,7.436999999999999,31.449274509803917,Feb-2018
2018-02-17 13:49:38,2018-02-17 13:49:38,1,1,12.4,2341JP,Oegstgeest,NL,2020-06-18 00:00:00,851,11435400903175642810,3654956307906828222,12.4,0.0,15.730980392156862,0.0,0.00196078431372549,3.7199999999999998,15.730980392156862,Feb-2018
2018-02-18 09:54:46,2018-02-18 09:54:46,1,1,6.61,4834NE,Breda,NL,2020-06-18 00:00:00,850,4462024684913350784,5786699555418416620,6.61,0.0,8.385627450980392,0.0,0.00196078431372549,1.983,8.385627450980392,Feb-2018
2020-03-24 15:21:00,2020-03-24 15:21:00,1,3,29.0,5144 NB,Waalwijk,NL,2020-06-18 00:00:00,85,10231532510073098147,9862989621624869137,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2020-03-24 17:28:00,2020-03-24 17:28:00,1,3,29.0,5923 KX,Venlo,NL,2020-06-18 00:00:00,85,12976483559802613986,7961971074870377155,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2018-02-20 17:17:25,2018-02-20 17:17:25,1,1,28.93,3314ZB,Dordrecht,NL,2020-06-18 00:00:00,848,1520789474531424564,10376033045206565682,28.93,0.0,36.701392156862745,0.0,0.00196078431372549,8.679,36.701392156862745,Feb-2018
2018-02-21 20:54:21,2018-02-21 20:54:21,1,1,24.79,2291LZ,Wateringen,NL,2020-06-18 00:00:00,847,6203932349970166352,12713018117829433232,24.79,0.0,31.449274509803917,0.0,0.00196078431372549,7.436999999999999,31.449274509803917,Feb-2018
2018-02-21 12:08:14,2018-02-21 12:08:14,1,1,24.79,2151KV,Nieuw-Vennep,NL,2020-06-18 00:00:00,847,5211466090800095899,11655243251366416751,24.79,0.0,31.449274509803917,0.0,0.00196078431372549,7.436999999999999,31.449274509803917,Feb-2018
2018-02-23 16:46:23,2018-02-23 16:46:23,1,1,28.93,9160,Lokeren,BE,2020-06-18 00:00:00,845,2355097176498014913,2190445516802499412,28.93,0.0,36.701392156862745,0.0,0.00196078431372549,8.679,36.701392156862745,Feb-2018
2018-02-25 10:29:59,2018-02-25 10:29:59,1,1,18.87,5671HS,Nuenen,NL,2020-06-18 00:00:00,843,14292346194556402829,8753929030913770652,18.87,0.0,23.939,0.0,0.00196078431372549,5.6610000000000005,23.939,Feb-2018
2018-02-27 15:32:28,2018-02-27 15:32:28,1,1,18.87,1017DL,Amsterdam,NL,2020-06-18 00:00:00,841,1750752413736569855,2690877488191537705,18.87,0.0,23.939,0.0,0.00196078431372549,5.6610000000000005,23.939,Feb-2018
2018-02-28 14:41:46,2018-02-28 14:41:46,1,1,9.92,3022VV,Rotterdam,NL,2020-06-18 00:00:00,840,5058774576076324907,12413380215119349272,9.92,0.0,12.58478431372549,0.0,0.00196078431372549,2.976,12.58478431372549,Feb-2018
2020-03-25 17:33:00,2020-03-25 17:33:00,1,1,38.0,6127 BK,Grevenbicht,NL,2020-06-18 00:00:00,84,11068416642673271678,9816905625979743382,38.0,0.0,48.2078431372549,0.0,0.00196078431372549,11.4,48.2078431372549,Mar-2020
2020-03-25 19:00:00,2020-03-25 19:00:00,1,3,29.0,8302 KS,Emmeloord,NL,2020-06-18 00:00:00,84,5782197608229337358,2253126379124979115,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2018-03-02 10:01:33,2018-03-02 10:01:33,1,1,0.0,1095KX,Amsterdam,NL,2020-06-18 00:00:00,838,6797735689646295781,8106770047987428589,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,0.0,Mar-2018
2018-02-26 20:54:41,2018-03-05 21:24:21,6,6,116.1,1017DL,Amsterdam,NL,2020-06-18 00:00:00,835,2650534150451521944,1476455855910868615,19.349999999999998,0.019178082191780823,24.547941176470584,0.4707824335213537,0.011764705882352941,34.83,24.547941176470584,Mar-2018
2018-03-05 18:33:38,2018-03-05 18:33:38,2,2,29.76,2406GM,Alphen aan den Rijn,NL,2020-06-18 00:00:00,835,13904442230929682114,13689980825378766910,14.88,0.0,18.877176470588235,0.0,0.00392156862745098,8.928,18.877176470588235,Mar-2018
2018-03-06 15:51:45,2018-03-06 15:51:45,1,1,0.0,4614ET,Bergen op Zoom,NL,2020-06-18 00:00:00,834,9298520424239451872,18169802118133606009,0.0,0.0,0.0,0.0,0.00196078431372549,0.0,0.0,Mar-2018
2018-03-09 22:48:37,2020-04-04 13:28:00,2,4,62.06,2651DA,Berkel en Rodenrijs,NL,2020-06-18 00:00:00,74,13292559878857756386,10135244994446085816,31.03,2.0712328767123287,39.36550980392157,81.53513811442384,0.00392156862745098,18.618,39.36550980392157,Apr-2020
2020-03-26 12:48:00,2020-03-26 12:48:00,1,3,29.0,1093 JB,Amsterdam,NL,2020-06-18 00:00:00,83,13673976048653833180,2833958660763718528,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2020-03-26 14:50:00,2020-03-26 14:50:00,1,1,38.0,4336 LG,Middelburg,NL,2020-06-18 00:00:00,83,18087678725744068937,17823928043458939238,38.0,0.0,48.2078431372549,0.0,0.00196078431372549,11.4,48.2078431372549,Mar-2020
2020-03-26 19:48:00,2020-03-26 19:48:00,1,3,29.0,2161 WV,Lisse,NL,2020-06-18 00:00:00,83,685783591273672313,7822679996785601675,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2020-03-26 19:06:00,2020-03-26 19:12:00,2,2,76.0,1096 GG,Amsterdam,NL,2020-06-18 00:00:00,83,8657331878808317909,4693210936547124666,38.0,0.0,48.2078431372549,0.0,0.00392156862745098,22.8,48.2078431372549,Mar-2020
2018-03-07 14:49:45,2018-03-13 09:59:54,2,2,32.09,2548ZE,s-Gravenhage,NL,2020-06-18 00:00:00,827,10538666790553089970,13988584732093558466,16.045,0.0136986301369863,20.355127450980394,0.27883736234219714,0.00392156862745098,9.627,20.355127450980394,Mar-2018
2018-03-01 12:31:46,2018-03-15 14:50:58,3,3,52.41,2592GM,s-Gravenhage,NL,2020-06-18 00:00:00,825,17035465578007468472,10338349219027109147,17.47,0.038356164383561646,22.16292156862745,0.8500846629062584,0.0058823529411764705,15.722999999999999,22.16292156862745,Mar-2018
2018-03-15 00:13:26,2018-03-18 20:21:07,2,2,33.06,1053HG,Amsterdam,NL,2020-06-18 00:00:00,822,7520314822757445000,7758135000385240278,16.53,0.00821917808219178,20.970411764705883,0.17235954875100723,0.00392156862745098,9.918000000000001,20.970411764705883,Mar-2018
2018-01-23 10:51:08,2018-03-20 10:56:09,4,5,39.66,2924BL,Krimpen aan den IJssel,NL,2020-06-18 00:00:00,820,10823018006738576133,17648240318227920356,9.915,0.15342465753424658,12.578441176470587,1.9298430298146656,0.00784313725490196,11.897999999999998,12.578441176470587,Mar-2018
2020-03-27 12:04:00,2020-03-27 12:04:00,1,3,29.0,1018 DS,Amsterdam,NL,2020-06-18 00:00:00,82,17109599017281548350,9547048563585667707,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2018-03-21 15:32:51,2018-03-21 15:32:51,3,13,0.0,2275AD,Voorburg,NL,2020-06-18 00:00:00,819,11258317504550496574,7414906189200540957,0.0,0.0,0.0,0.0,0.0058823529411764705,0.0,0.0,Mar-2018
2018-01-16 14:38:31,2018-03-21 21:01:54,3,3,48.62000000000001,2253XH,Voorschoten,NL,2020-06-18 00:00:00,819,9741035092860298063,13774458963164445096,16.20666666666667,0.17534246575342466,20.560222222222226,3.605080060882801,0.0058823529411764705,14.586000000000002,20.560222222222226,Mar-2018
2018-03-23 09:25:10,2018-03-23 09:25:10,1,1,33.06,3523XX,Utrecht,NL,2020-06-18 00:00:00,817,11986726465275175058,13565992513461608897,33.06,0.0,41.940823529411766,0.0,0.00196078431372549,9.918000000000001,41.940823529411766,Mar-2018
2018-03-25 12:06:01,2018-03-25 12:06:01,1,1,22.0,5616SV,Eindhoven,NL,2020-06-18 00:00:00,815,6317696247714233219,16819730133279991692,22.0,0.0,27.909803921568624,0.0,0.00196078431372549,6.6,27.909803921568624,Mar-2018
2018-03-27 14:42:37,2018-03-27 14:42:37,1,1,9.43,2022XP,Haarlem,NL,2020-06-18 00:00:00,813,9487084618571806095,6563629973406751321,9.43,0.0,11.963156862745096,0.0,0.00196078431372549,2.8289999999999997,11.963156862745096,Mar-2018
2018-03-30 13:30:16,2018-03-30 13:30:16,1,1,8.26,3515AS,Utrecht,NL,2020-06-18 00:00:00,810,1728274342478993539,2633802571267130657,8.26,0.0,10.478862745098038,0.0,0.00196078431372549,2.4779999999999998,10.478862745098038,Mar-2018
2018-04-01 11:10:54,2018-04-01 11:10:54,2,2,57.2,5462CW,Veghel,NL,2020-06-18 00:00:00,808,17949000756824327047,11574564498164532322,28.6,0.0,36.282745098039214,0.0,0.00392156862745098,17.16,36.282745098039214,Apr-2018
2018-04-03 13:57:05,2018-04-03 13:57:05,1,1,24.79,6814JN,Arnhem,NL,2020-06-18 00:00:00,806,5669766402773492411,728527357334911839,24.79,0.0,31.449274509803917,0.0,0.00196078431372549,7.436999999999999,31.449274509803917,Apr-2018
2018-04-04 23:23:46,2018-04-04 23:23:46,2,2,66.12,2631CN,Nootdorp,NL,2020-06-18 00:00:00,805,2662776604856864341,4616200790357864940,33.06,0.0,41.940823529411766,0.0,0.00392156862745098,19.836000000000002,41.940823529411766,Apr-2018
2018-04-05 20:06:08,2018-04-05 20:06:08,3,3,120.54,8223ZM,Lelystad,NL,2020-06-18 00:00:00,804,191058720028480325,13815435500520337872,40.18,0.0,50.97345098039215,0.0,0.0058823529411764705,36.162,50.97345098039215,Apr-2018
2018-04-05 12:16:57,2018-04-05 12:16:57,1,1,33.06,3851GR,Ermelo,NL,2020-06-18 00:00:00,804,11288017069655741873,13147513895081088144,33.06,0.0,41.940823529411766,0.0,0.00196078431372549,9.918000000000001,41.940823529411766,Apr-2018
2018-04-05 20:31:33,2018-04-05 20:31:33,3,3,94.17,1965TG,Heemskerk,NL,2020-06-18 00:00:00,804,8134526408971972835,621469338465428532,31.39,0.0,39.82221568627451,0.0,0.0058823529411764705,28.251,39.82221568627451,Apr-2018
2020-03-29 16:43:00,2020-03-29 16:43:00,1,3,29.0,1054 NB,Amsterdam,NL,2020-06-18 00:00:00,80,14072467132814209901,7796058192795989635,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
2020-03-29 22:53:00,2020-03-29 22:53:00,1,7,66.0,6545 EJ,Nijmegen,NL,2020-06-18 00:00:00,80,17859257031322643262,3613395674874169441,66.0,0.0,83.72941176470587,0.0,0.00196078431372549,19.8,83.72941176470587,Mar-2020
2020-03-29 13:03:00,2020-03-29 13:03:00,1,3,29.0,3077 PV,Rotterdam,NL,2020-06-18 00:00:00,80,7424519972300987705,16818774593669578870,29.0,0.0,36.79019607843137,0.0,0.00196078431372549,8.7,36.79019607843137,Mar-2020
